Country,Value,Metric,Year,Organism,Drug
Poland,660.0,N,2015,Klebsiella pneumoniae,carbapenems
Austria,1022.0,N,2015,Klebsiella pneumoniae,carbapenems
Slovakia,436.0,N,2015,Klebsiella pneumoniae,carbapenems
Slovenia,237.0,N,2015,Klebsiella pneumoniae,carbapenems
Spain,1483.0,N,2015,Klebsiella pneumoniae,carbapenems
Croatia,380.0,N,2015,Klebsiella pneumoniae,carbapenems
Bulgaria,95.0,N,2015,Klebsiella pneumoniae,carbapenems
Portugal,2085.0,N,2015,Klebsiella pneumoniae,carbapenems
Malta,92.0,N,2015,Klebsiella pneumoniae,carbapenems
Cyprus,62.0,N,2015,Klebsiella pneumoniae,carbapenems
Italy,1999.0,N,2015,Klebsiella pneumoniae,carbapenems
Greece,1185.0,N,2015,Klebsiella pneumoniae,carbapenems
Denmark,0.0,%R,2015,Klebsiella pneumoniae,carbapenems
Estonia,0.0,%R,2015,Klebsiella pneumoniae,carbapenems
Finland,0.0,%R,2015,Klebsiella pneumoniae,carbapenems
Iceland,0.0,%R,2015,Klebsiella pneumoniae,carbapenems
Latvia,0.0,%R,2015,Klebsiella pneumoniae,carbapenems
Lithuania,0.0,%R,2015,Klebsiella pneumoniae,carbapenems
Luxembourg,0.0,%R,2015,Klebsiella pneumoniae,carbapenems
Sweden,0.0,%R,2015,Klebsiella pneumoniae,carbapenems
Germany,0.1,%R,2015,Klebsiella pneumoniae,carbapenems
Hungary,0.1,%R,2015,Klebsiella pneumoniae,carbapenems
Netherlands,0.1,%R,2015,Klebsiella pneumoniae,carbapenems
Norway,0.1,%R,2015,Klebsiella pneumoniae,carbapenems
Czech Republic,0.3,%R,2015,Klebsiella pneumoniae,carbapenems
United Kingdom,0.4,%R,2015,Klebsiella pneumoniae,carbapenems
Belgium,0.5,%R,2015,Klebsiella pneumoniae,carbapenems
France,0.5,%R,2015,Klebsiella pneumoniae,carbapenems
Ireland,0.5,%R,2015,Klebsiella pneumoniae,carbapenems
Poland,0.5,%R,2015,Klebsiella pneumoniae,carbapenems
Austria,0.8,%R,2015,Klebsiella pneumoniae,carbapenems
Slovakia,0.9,%R,2015,Klebsiella pneumoniae,carbapenems
Slovenia,1.3,%R,2015,Klebsiella pneumoniae,carbapenems
Spain,2.2,%R,2015,Klebsiella pneumoniae,carbapenems
Croatia,2.4,%R,2015,Klebsiella pneumoniae,carbapenems
Bulgaria,3.2,%R,2015,Klebsiella pneumoniae,carbapenems
Portugal,3.4,%R,2015,Klebsiella pneumoniae,carbapenems
Malta,5.4,%R,2015,Klebsiella pneumoniae,carbapenems
Cyprus,12.9,%R,2015,Klebsiella pneumoniae,carbapenems
Italy,33.5,%R,2015,Klebsiella pneumoniae,carbapenems
Greece,61.9,%R,2015,Klebsiella pneumoniae,carbapenems
Iceland,14.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Denmark,577.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Finland,516.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Sweden,977.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Norway,593.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Netherlands,667.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Germany,663.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Austria,827.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
United Kingdom,913.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Ireland,326.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Belgium,411.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Spain,1150.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Luxembourg,50.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Malta,57.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovenia,254.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Cyprus,65.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Estonia,86.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
France,1097.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Portugal,776.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Bulgaria,126.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Italy,752.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Hungary,480.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Croatia,331.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Latvia,78.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Lithuania,184.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Czech Republic,1399.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Greece,1426.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Poland,350.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovakia,375.0,N,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Iceland,0.0,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Denmark,3.1,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Finland,0.2,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Sweden,1.4,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Norway,1.5,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Netherlands,2.7,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Germany,6.2,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Austria,4.0,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
United Kingdom,2.3,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Ireland,3.4,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Belgium,8.5,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Spain,8.9,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Luxembourg,20.0,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Malta,19.3,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovenia,17.3,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Cyprus,9.2,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Estonia,10.5,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
France,19.2,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Portugal,25.1,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Bulgaria,36.5,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Italy,33.9,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Hungary,37.9,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Croatia,30.8,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Latvia,42.3,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Lithuania,52.2,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Czech Republic,41.8,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Greece,57.0,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Poland,50.3,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovakia,55.5,%R,2012,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Iceland,28.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Denmark,519.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Finland,514.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Sweden,1235.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Norway,616.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Netherlands,630.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Germany,753.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Austria,837.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
United Kingdom,1070.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Ireland,316.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Belgium,464.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Spain,1241.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Luxembourg,53.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Malta,69.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovenia,245.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Cyprus,68.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Estonia,87.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
France,1916.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Portugal,909.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Bulgaria,132.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Italy,1360.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Hungary,549.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Croatia,367.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Latvia,88.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Lithuania,144.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Czech Republic,1291.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Greece,1164.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Poland,350.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovakia,486.0,N,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Iceland,0.0,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Denmark,3.5,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Finland,0.4,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Sweden,1.7,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Norway,1.8,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Netherlands,2.2,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Germany,7.0,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Austria,3.6,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
United Kingdom,4.8,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Ireland,7.9,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Belgium,8.2,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Spain,11.2,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Luxembourg,17.0,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Malta,20.3,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovenia,15.9,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Cyprus,5.9,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Estonia,9.2,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
France,22.9,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Portugal,21.7,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Bulgaria,35.6,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Italy,29.6,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Hungary,32.2,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Croatia,30.0,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Latvia,39.8,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Lithuania,33.3,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Czech Republic,38.3,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Greece,51.5,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Poland,54.3,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovakia,57.8,%R,2013,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Iceland,28.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Denmark,925.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Finland,556.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Sweden,623.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Norway,744.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Netherlands,865.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Germany,979.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Austria,900.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
United Kingdom,975.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Ireland,353.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Belgium,341.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Spain,1263.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Luxembourg,66.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Malta,101.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovenia,233.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Cyprus,80.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Estonia,131.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
France,2172.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Portugal,1705.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Bulgaria,143.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Italy,1164.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Hungary,636.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Croatia,330.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Latvia,104.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Lithuania,152.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Czech Republic,1382.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Greece,1061.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Poland,443.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovakia,493.0,N,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Iceland,0.0,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Denmark,3.1,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Finland,1.4,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Sweden,1.4,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Norway,3.9,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Netherlands,2.0,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Germany,5.3,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Austria,3.2,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
United Kingdom,3.1,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Ireland,7.4,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Belgium,7.9,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Spain,10.1,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Luxembourg,16.7,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Malta,26.7,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovenia,18.9,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Cyprus,15.0,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Estonia,11.5,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
France,23.7,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Portugal,22.8,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Bulgaria,44.1,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Italy,32.0,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Hungary,28.6,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Croatia,30.6,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Latvia,41.3,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Lithuania,35.5,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Czech Republic,38.7,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Greece,55.1,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Poland,54.6,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovakia,63.3,%R,2014,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Iceland,35.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Denmark,924.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Finland,623.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Sweden,860.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Norway,699.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Netherlands,908.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Germany,1515.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Austria,936.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
United Kingdom,906.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Ireland,387.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Belgium,353.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Spain,1488.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Luxembourg,60.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Malta,92.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovenia,237.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Cyprus,62.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Estonia,36.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
France,2324.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Portugal,2084.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Bulgaria,84.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Italy,1940.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Hungary,698.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Croatia,380.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Latvia,112.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Lithuania,178.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Czech Republic,1416.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Greece,1160.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Poland,645.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovakia,468.0,N,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Iceland,0.0,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Denmark,1.1,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Finland,1.1,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Sweden,1.9,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Norway,2.3,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Netherlands,3.0,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Germany,3.1,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Austria,3.3,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
United Kingdom,4.2,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Ireland,7.2,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Belgium,9.3,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Spain,11.7,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Luxembourg,13.3,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Malta,15.2,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovenia,16.9,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
